Dataset ID,Group ID,Request ID,Threshold,MergedSelections,Unselected,Selected,Greeting,Backstory,Justification,Rant,Gratitude,Other,Express Emotion
1,1,2031,2,"[Hi guys I have several United Club one-time passes left over from recent trips I have taken with them, and I was just curious as to whether I would be able to use them if I'm not flying with them. Example, im flying with Austrian next week out of Terminal 2 at Heathrow, ]would it be possible for me to use a pass to get into the United Club in T2 even though im not travelling United?[ Thanks :)]",would it be possible for me to use a pass to get into the United Club in T2 even though im not travelling United?,"Hi guys I have several United Club one-time passes left over from recent trips I have taken with them, and I was just curious as to whether I would be able to use them if I'm not flying with them. Example, im flying with Austrian next week out of Terminal 2 at Heathrow,  Thanks :)",1,0,0,0,1,1,0
1,1,2039,2,Does anyone have information whether United has converted all of its Boeing 777's Pacific international flights from recliner seats in business class to flat configurations.[ Thank you Jerry Mehlman],Does anyone have information whether United has converted all of its Boeing 777's Pacific international flights from recliner seats in business class to flat configurations., Thank you Jerry Mehlman,0,0,0,0,1,1,0
1,1,2007,2,Has Anyone been issued new Flight details for April/May to replace cancelled Air Asia Melbourne to London to Melbourne Flights,Has Anyone been issued new Flight details for April/May to replace cancelled Air Asia Melbourne to London to Melbourne Flights,,0,0,0,0,0,0,0
1,1,2006,2,"[Have just ]online checked in [for a friend ]and noticed at the end that the ticket says ""Mr ..."" but she is a ""Mrs"" ... Jet2.com say no changes whatsoever allowable after check in. Any ideas of whether she will be allowed to travel?[ I have suggested she takes another from of ID with ""Mrs"" on it to the airport with her ...]","online checked in and noticed at the end that the ticket says ""Mr ..."" but she is a ""Mrs"" ... Jet2.com say no changes whatsoever allowable after check in. Any ideas of whether she will be allowed to travel?","Have just for a friend  I have suggested she takes another from of ID with ""Mrs"" on it to the airport with her ...",0,1,0,0,0,0,0
1,1,1998,2,[Hi there ]Can anyone tell me if BA serve Bacardi and diet coke onboard their domestic flights from Gatwick to Edinburgh?[ Thank you],Can anyone tell me if BA serve Bacardi and diet coke onboard their domestic flights from Gatwick to Edinburgh?,Hi there  Thank you,1,0,0,0,1,0,0
1,1,2001,2,"I'm looking at flights on Delta between Portland and Rome. One option has us switching planes in Minneapolis, with a 40 minute connection time. The flight leaves PDX at 11:30 am. Do you think 40 minutes is a safe/comfortable connection time? [Thanks!]","I'm looking at flights on Delta between Portland and Rome. One option has us switching planes in Minneapolis, with a 40 minute connection time. The flight leaves PDX at 11:30 am. Do you think 40 minutes is a safe/comfortable connection time? ",Thanks!,0,0,0,0,1,0,0
1,1,2025,2,[I'm flying to and from the States over the summer and ]I was wondering whether these flights on Delta had inflight entertainment in the backs of seats or whether I had to put up with communal drop down ones.[ Thanks.],I was wondering whether these flights on Delta had inflight entertainment in the backs of seats or whether I had to put up with communal drop down ones.,I'm flying to and from the States over the summer and  Thanks.,0,0,0,0,1,1,0
1,1,2023,2,"[I just wanted to post this in case anyone else has flight anxiety. I get very nervous on flights, and at one time, broke into full blown tears becuase I thought the plane was going down in turbulence! I went to my doctor, and she just wrote me a script for Ativan. I wanted to try to kick this fear DRUG FREE. On my Ipod, ]I downloaded an App - Virgin Atlantic Fear of Flying. It was $4.99 and worth every penny. [It has videos of a captain talking about different sounds, movements, and things to expect. It has demos on how planes operate, land, take off, etc as well. It also has those relaxation tracks on it. (a guy speaking sllllooowly and telling you everything is going to be fiiiinnne.) I listened to it on my last flight the whole way, and the 2 weeks leading up to it. By no means do I love flying now, but I can tolerate it, and I'm not anxious and fearful. I encourage anyone with the same feelings that I did to check it out!]",I downloaded an App - Virgin Atlantic Fear of Flying. It was $4.99 and worth every penny. ,"I just wanted to post this in case anyone else has flight anxiety. I get very nervous on flights, and at one time, broke into full blown tears becuase I thought the plane was going down in turbulence! I went to my doctor, and she just wrote me a script for Ativan. I wanted to try to kick this fear DRUG FREE. On my Ipod, It has videos of a captain talking about different sounds, movements, and things to expect. It has demos on how planes operate, land, take off, etc as well. It also has those relaxation tracks on it. (a guy speaking sllllooowly and telling you everything is going to be fiiiinnne.) I listened to it on my last flight the whole way, and the 2 weeks leading up to it. By no means do I love flying now, but I can tolerate it, and I'm not anxious and fearful. I encourage anyone with the same feelings that I did to check it out!",0,1,0,0,0,0,0
1,1,2015,2,We are due to have a 7hr.overnight wait for connexion at T3. Would like to know about Lounges etc. Anywhere apart from the floor to stretch out and take a nap!! [Thanx.],We are due to have a 7hr.overnight wait for connexion at T3. Would like to know about Lounges etc. Anywhere apart from the floor to stretch out and take a nap!! ,Thanx.,0,0,0,0,1,0,0
1,1,2014,2,"[Getting ready to book our annual business class trip from Miami to Rome. ]The past few years we have flown BA's 747 upstairs which is quite comfortable and have also flown Virgin Upper Class through London [which was also great.(Leaving an overnight for connecting on a separate ticket) Now....... ]We have flown Alitalia's Magnifica Class[ in the past with very mixed results...once pretty good and once with awful service .....and this year have the option of booking them nonstop from Miami.] Have there been any noticeable changes since their connection to Etihad? [Have checked Airlinequality but did not see anything recent and would rather pay a little extra for BA or Virgin if Alitalia service has not improved. I know the opinions of Alitalia, justifiably so, have not been positive on this forum but am hoping that there might be signs of improvement.]",The past few years we have flown BA's 747 upstairs which is quite comfortable and have also flown Virgin Upper Class through London We have flown Alitalia's Magnifica Class Have there been any noticeable changes since their connection to Etihad? ,"Getting ready to book our annual business class trip from Miami to Rome. which was also great.(Leaving an overnight for connecting on a separate ticket) Now.......  in the past with very mixed results...once pretty good and once with awful service .....and this year have the option of booking them nonstop from Miami.Have checked Airlinequality but did not see anything recent and would rather pay a little extra for BA or Virgin if Alitalia service has not improved. I know the opinions of Alitalia, justifiably so, have not been positive on this forum but am hoping that there might be signs of improvement.",0,1,0,0,0,0,0
1,1,1995,2,"[Hi ]I am travelling from London, UK to Australia in December but my Portuguese passport expires in April 2016 [which means it will have 4 months left before it expires. I know that I can get into Australia as the passport just needs to be valid for the duration of my stay (2 weeks) but ]I am concerned that when I leave London I will have a problem as well as when I return to London. Does anyone know if that will be the case please? [Thanks ------]","I am travelling from London, UK to Australia in December but my Portuguese passport expires in April 2016 I am concerned that when I leave London I will have a problem as well as when I return to London. Does anyone know if that will be the case please? ",Hi which means it will have 4 months left before it expires. I know that I can get into Australia as the passport just needs to be valid for the duration of my stay (2 weeks) but Thanks ------,1,1,0,0,1,0,0
1,1,2000,2,"Does anyone know when the new charges for Ryanair checked in bags comes in? [I have read a few articles saying they are having one fixed price for all year round, so would bring the price down in high season]",Does anyone know when the new charges for Ryanair checked in bags comes in? ,"I have read a few articles saying they are having one fixed price for all year round, so would bring the price down in high season",0,0,0,0,0,1,0
1,1,2008,2,"[Hi ]I am travelling from Birmingham to Dubai, and then on to Singapore 3 hours later. I don't know what the procedure is once I've landed in Dubai (T3) Can anyone give me a idea of what I do please?[ I'm feeling really anxious about getting my connecting flight. Thank you]","I am travelling from Birmingham to Dubai, and then on to Singapore 3 hours later. I don't know what the procedure is once I've landed in Dubai (T3) Can anyone give me a idea of what I do please?",Hi  I'm feeling really anxious about getting my connecting flight. Thank you,1,0,0,0,1,0,1
1,1,2028,2,"[Hi, ]we're taking a 7.55 am flight to Geneva soon. Just wondering if we need to eat breakfast before we board.[ Anyone know?]",we're taking a 7.55 am flight to Geneva soon. Just wondering if we need to eat breakfast before we board.,"Hi,  Anyone know?",1,0,0,0,0,1,0
1,1,1980,2,"Could someone tell me if Thomson still have the same Check in as First Choice used to, i:e they open the desk for the first departure of the day and stay open till last, so you can check in at any time[ on the day of your flight, regardless of flight time. I like to spend time in the departure lounge, just people watching and chilling out before my flight, last time we flew with First Choice we were able to check in 5 hours before flight, I know that is some peoples nightmare but It's all part of the holiday for me ;-p]","Could someone tell me if Thomson still have the same Check in as First Choice used to, i:e they open the desk for the first departure of the day and stay open till last, so you can check in at any time"," on the day of your flight, regardless of flight time. I like to spend time in the departure lounge, just people watching and chilling out before my flight, last time we flew with First Choice we were able to check in 5 hours before flight, I know that is some peoples nightmare but It's all part of the holiday for me ;-p",0,1,0,0,0,0,1
1,1,1986,2,Arriving with Malaysia Airline at KLIA at 4:30 AM from Sydney. Connecting flight through Air Asia at 6:55 AM at LCCT.[ Been to LCCT a number of times but never to KLIA.] How is the efficiency at that time at KLIA? [I know its a 20 minute taxi to LCCT and considering if I should just take carry-on on the first flight (I usually travel light and can probably shove stuff in carry-on). I've booked a seat towards the front for a quick exit :) It's no biggie if I miss the connecting flight.],Arriving with Malaysia Airline at KLIA at 4:30 AM from Sydney. Connecting flight through Air Asia at 6:55 AM at LCCT. How is the efficiency at that time at KLIA? , Been to LCCT a number of times but never to KLIA.I know its a 20 minute taxi to LCCT and considering if I should just take carry-on on the first flight (I usually travel light and can probably shove stuff in carry-on). I've booked a seat towards the front for a quick exit :) It's no biggie if I miss the connecting flight.,0,1,0,0,0,1,0
1,1,1992,2,"[Hi, ]flying to Goa next week and trying to find out what films will be showing [as the online guide is still showing September/October. Many thanks]",flying to Goa next week and trying to find out what films will be showing ,"Hi, as the online guide is still showing September/October. Many thanks",1,0,0,0,1,1,0
1,1,1989,2,"[Bad publicity=results Great news! ]Air Canada has taken back some of the rouge flights down to Barbados.[ Our flight is on Feb 1st and we have gone from a 319 to a 767 and are now on a 77L. No more rouge!! at least not on the YYZ-BGI route (for some flights) I haven't done a lot of checking but I noticed equipment changes from early Dec. to end of Feb. for now. If you have a flight in that time period, check your seats. We haven't been notified yet but I did see that our seats are not blocked out and I can't change seats online. Guess that's a call to Air Canada. To those of you who helped us get Air Canada's attention by expressing our displeasure through CBC, CTA and the Competition Bureau as well as here and Flyertalk ... Thank you!]",Air Canada has taken back some of the rouge flights down to Barbados.,"Bad publicity=results Great news!  Our flight is on Feb 1st and we have gone from a 319 to a 767 and are now on a 77L. No more rouge!! at least not on the YYZ-BGI route (for some flights) I haven't done a lot of checking but I noticed equipment changes from early Dec. to end of Feb. for now. If you have a flight in that time period, check your seats. We haven't been notified yet but I did see that our seats are not blocked out and I can't change seats online. Guess that's a call to Air Canada. To those of you who helped us get Air Canada's attention by expressing our displeasure through CBC, CTA and the Competition Bureau as well as here and Flyertalk ... Thank you!",0,1,0,0,1,0,0
1,1,2474,2,Does anyone know if there is a smoking area once you're through security at Luton airport? [Thanks],Does anyone know if there is a smoking area once you're through security at Luton airport? ,Thanks,0,0,0,0,1,0,0
1,1,1973,2,I am flying Virgin America first class for the first time on Tuesday. Has anyone else flown first class with them?[ I'm so worried about fitting my stuff in the overhead compartment since they don't have underseat storage in first class.],I am flying Virgin America first class for the first time on Tuesday. Has anyone else flown first class with them?, I'm so worried about fitting my stuff in the overhead compartment since they don't have underseat storage in first class.,0,0,0,0,0,0,1
1,1,1966,2,"[Hi, ]I am travelling from cochin to Kuwait [on this weekend, i went last nov with 30kg baggage for economy, now ]some ppl r saying its 20kg baggage, i see its mentioned 20kg in their site, but it was the same on their site when i travelled in Nov with 30kg. Can someone pls clarify asap[ Thank you]","I am travelling from cochin to Kuwait some ppl r saying its 20kg baggage, i see its mentioned 20kg in their site, but it was the same on their site when i travelled in Nov with 30kg. Can someone pls clarify asap","Hi, on this weekend, i went last nov with 30kg baggage for economy, now  Thank you",1,1,0,0,1,0,0
1,1,1964,2,Can I check a bag free of charge if I book Delta Comfort?,Can I check a bag free of charge if I book Delta Comfort?,,0,0,0,0,0,0,0
1,1,2033,2,Reading various details on the internet it would appear that it has been confirmed that air traffic control strikes will take place for 12 hours on each of the dates mention [- My plans are (were) to travel to and from Spain on both dates. Typically information here in the UK is not readily available with the media rather concentrate on a pretend politicians speech. ]If you are able to shed any light and updates on the subject it would be much appreciated. [I am also aware of potential baggage handler strikes...not so worried about them.],Reading various details on the internet it would appear that it has been confirmed that air traffic control strikes will take place for 12 hours on each of the dates mention If you are able to shed any light and updates on the subject it would be much appreciated. ,- My plans are (were) to travel to and from Spain on both dates. Typically information here in the UK is not readily available with the media rather concentrate on a pretend politicians speech. I am also aware of potential baggage handler strikes...not so worried about them.,0,1,0,0,0,0,0
1,1,1572,2,"I have heard that this s the oldest plane in the US airways fleet. They do have in flight entertainment apart from old fashioned overhead screens. [Even First class is just regular old leather seats they have stateside, not ]lie flat or upgraded seats. Can this be true, [I have just paid a fortune to treat my wife on a super trip. Ta]","I have heard that this s the oldest plane in the US airways fleet. They do have in flight entertainment apart from old fashioned overhead screens. lie flat or upgraded seats. Can this be true, ","Even First class is just regular old leather seats they have stateside, not I have just paid a fortune to treat my wife on a super trip. Ta",0,1,0,0,0,1,0
1,1,1961,2,Are airlines still selling duty free spirits and perfumes on their planes to the states?,Are airlines still selling duty free spirits and perfumes on their planes to the states?,,0,0,0,0,0,0,0
1,1,2473,2,"[Hey Jus a quick quetion ]im flying to dominican, does every seat have its own tv with remote so you can choose what u want to watch and when u want to watch it ?[ Thanks]","im flying to dominican, does every seat have its own tv with remote so you can choose what u want to watch and when u want to watch it ?",Hey Jus a quick quetion  Thanks,1,0,0,0,1,1,0
1,1,1963,2,"[Hi there, ]I made bookings with Norwegian air[ and chose the LowFare option, with no extras. Just the basic cost. I then realised the dates clashed with work plans, ]is there a way for me to cancel my tickets and get a refund?",I made bookings with Norwegian airis there a way for me to cancel my tickets and get a refund?,"Hi there,  and chose the LowFare option, with no extras. Just the basic cost. I then realised the dates clashed with work plans, ",1,1,0,0,0,0,0
1,1,1956,2,"They hide the fact that some tickets they sell do not carry airmiles with them. [This cost me a business class upgrade on my next flight. I contacted them they deny it, I went through the process again and kept recods of the booking process and id does not warn you. EVA say they tell Ebookers that they have to warn customers, they don't if they are then it is hidden and I can't find it. In essence they are conning people so be warned. The response from Ebookers and EVA was totally poor. I am now flying Emirates again and will never use Ebookers again. They are not ABTA bonded either I found out as a result of this so again BE WARNED.] Try West East Travel instead, lovely very helpful and cheaper. [-----.]","They hide the fact that some tickets they sell do not carry airmiles with them.  Try West East Travel instead, lovely very helpful and cheaper. ","This cost me a business class upgrade on my next flight. I contacted them they deny it, I went through the process again and kept recods of the booking process and id does not warn you. EVA say they tell Ebookers that they have to warn customers, they don't if they are then it is hidden and I can't find it. In essence they are conning people so be warned. The response from Ebookers and EVA was totally poor. I am now flying Emirates again and will never use Ebookers again. They are not ABTA bonded either I found out as a result of this so again BE WARNED.-----.",0,1,0,1,0,1,0
1,1,1942,2,[My husband and I are planning a trip to Amsterdam and Paris in Sept 2013. We can be flexible with our dates and we were thinking of traveling after Labor Day. ]Is there a day of the week that is cheaper than others to fly and generally is it cheaper to fly from US to Paris or US to Amsterdam? [We plan to book roundtrip tickets on the Thalys train to travel between the 2 cities. We appreciate any input that those experienced travelers can provide],Is there a day of the week that is cheaper than others to fly and generally is it cheaper to fly from US to Paris or US to Amsterdam? ,My husband and I are planning a trip to Amsterdam and Paris in Sept 2013. We can be flexible with our dates and we were thinking of traveling after Labor Day. We plan to book roundtrip tickets on the Thalys train to travel between the 2 cities. We appreciate any input that those experienced travelers can provide,0,1,0,0,1,0,0
1,1,1932,2,"Qatar had a recent sale on (email alert) BHX - CMB return, £422.00pp for January 2017 This was a good price in comparison to Emirates £507.00pp during Qatar sale (same dates). I held off booking with Qatar, due to BHX departure time (07:55) Day after Qatar sale finished, Emirates price increased from £507.00pp to £511.00pp. I check fares daily on ITA, today, Qatar have the same price as per their sale: £422.00pp, (Q C S C) although no email alert. Emirates fare has increased today, from £511.00pp to £512.00pp Due to work commitments, Emirates BHX 20:35 departure is more beneficial as this saves having an extra day of work. It's a tough call to make.","Qatar had a recent sale on (email alert) BHX - CMB return, £422.00pp for January 2017 This was a good price in comparison to Emirates £507.00pp during Qatar sale (same dates). I held off booking with Qatar, due to BHX departure time (07:55) Day after Qatar sale finished, Emirates price increased from £507.00pp to £511.00pp. I check fares daily on ITA, today, Qatar have the same price as per their sale: £422.00pp, (Q C S C) although no email alert. Emirates fare has increased today, from £511.00pp to £512.00pp Due to work commitments, Emirates BHX 20:35 departure is more beneficial as this saves having an extra day of work. It's a tough call to make.",,0,0,0,0,0,0,0
1,1,1953,2,"news.bbc.co.uk/2/hi/business/7866754.stm Scandinavian airline SAS is to axe 3,000 jobs, in a major restructuring following big losses in 2008. Another 5,600 employees will leave as part of operations that are to be sold or outsourced, as overall staff numbers are cut by 40% from 23,000 to 14,000.","news.bbc.co.uk/2/hi/business/7866754.stm Scandinavian airline SAS is to axe 3,000 jobs, in a major restructuring following big losses in 2008. Another 5,600 employees will leave as part of operations that are to be sold or outsourced, as overall staff numbers are cut by 40% from 23,000 to 14,000.",,0,0,0,0,0,0,0
1,1,1920,2,I'm interested in finding the cheapest destination in Europe from Orlando. Does anyone have any idea which city is most commonly cheapest?,I'm interested in finding the cheapest destination in Europe from Orlando. Does anyone have any idea which city is most commonly cheapest?,,0,0,0,0,0,0,0
1,1,1600,2,Could someone please tell me which airline will be best to fly with to Mumbai. I will be traveling from either JFK/EWR or Washington IAD.[ Thanks.],Could someone please tell me which airline will be best to fly with to Mumbai. I will be traveling from either JFK/EWR or Washington IAD., Thanks.,0,0,0,0,1,0,0
1,1,1950,2,"It appears that United is changing their seat numbers this fall on A319, A320, B757 at a minimum. I am booking summer and fall travel and it is showing different seat numbers for the configurations. Either that or the website/seat server is broken[. I'm guessing this is to start aligning the fleets with Continental. ]But I figured someone here would know for sure.","It appears that United is changing their seat numbers this fall on A319, A320, B757 at a minimum. I am booking summer and fall travel and it is showing different seat numbers for the configurations. Either that or the website/seat server is brokenBut I figured someone here would know for sure.",. I'm guessing this is to start aligning the fleets with Continental. ,0,0,0,0,0,1,0
1,1,1949,2,Tarantulas on a plane? Compensation? cbc.ca/beta/news/canada/montreal/tarantula-p…,Tarantulas on a plane? Compensation? cbc.ca/beta/news/canada/montreal/tarantula-p…,,0,0,0,0,0,0,0
1,1,1931,2,"We're due to fly easyjet, My husband's ticket has his middle name and surname, but not first name on ticket. All names are present on passport. All other details are correct. Will this matter? [Thanks.]","We're due to fly easyjet, My husband's ticket has his middle name and surname, but not first name on ticket. All names are present on passport. All other details are correct. Will this matter? ",Thanks.,0,0,0,0,1,0,0
1,1,1594,2,"[Hi ]I'm flying economy with Virgin Atlantic from Gatwick to Orlando,Florida. 2 Adults, 3 Children. Can any one tell me whether we have to purchase the headsets or whether they are free?[ Thanks!]","I'm flying economy with Virgin Atlantic from Gatwick to Orlando,Florida. 2 Adults, 3 Children. Can any one tell me whether we have to purchase the headsets or whether they are free?",Hi  Thanks!,1,0,0,0,1,0,0
1,1,1883,2,[I need to be able to lie down during the flight. ]Does anyone know for sure that the armrests between all the seats in a row lift so a person can lie across them?,Does anyone know for sure that the armrests between all the seats in a row lift so a person can lie across them?,I need to be able to lie down during the flight. ,0,0,0,0,0,1,0
1,1,1940,2,"I have a hold on a flight to Miami via JFK, arrives into JFK 2pm, Miami flight is at 5:15. Will this give me enough time to go through immigration? [I am a UK national thanks]","I have a hold on a flight to Miami via JFK, arrives into JFK 2pm, Miami flight is at 5:15. Will this give me enough time to go through immigration? ",I am a UK national thanks,0,1,0,0,1,0,0
1,1,1541,2,"[Hi there. As we all know, regularly airlines have offers of companionfares from/to certain destinations, such as book 2 and pay 1 or book 2 and one gets 50 pct discount....etc. ]Does anybody know of a good website that lists these companionfares and such?[ I've never seen a bookingengine come up with these fares, as these searchengines are not programmed to list them in a query. Maybe someone has other resources to search for these offers? Thanks very much for your replies Wiki]",Does anybody know of a good website that lists these companionfares and such?,"Hi there. As we all know, regularly airlines have offers of companionfares from/to certain destinations, such as book 2 and pay 1 or book 2 and one gets 50 pct discount....etc.  I've never seen a bookingengine come up with these fares, as these searchengines are not programmed to list them in a query. Maybe someone has other resources to search for these offers? Thanks very much for your replies Wiki",1,0,0,0,1,1,0
1,1,1939,2,I would like to purchase 3 seats togehter on economy class. How can I do this,I would like to purchase 3 seats togehter on economy class. How can I do this,,0,0,0,0,0,0,0
1,1,1954,2,"[Hi everyone, I booked a separate seat for my infant (15-month-old), and I'm confused about the baggage allowance. ]If I have booked a seat for my infant, will I get another 20kg baggage allowance, or is that per adult, not per seat? [Thank you.]","If I have booked a seat for my infant, will I get another 20kg baggage allowance, or is that per adult, not per seat? ","Hi everyone, I booked a separate seat for my infant (15-month-old), and I'm confused about the baggage allowance. Thank you.",1,1,0,0,1,0,0
1,1,1951,2,The chart seems to be missing rows 10-21. I booked my flight on Delta 8672 and it assigned me Row 20. Delta's version and Seat Guru's views are different. What's up?,The chart seems to be missing rows 10-21. I booked my flight on Delta 8672 and it assigned me Row 20. Delta's version and Seat Guru's views are different. What's up?,,0,0,0,0,0,0,0
1,1,1938,2,"My husband and I went to Hawaii (July 2009) for our Honeymoon and were stranded on the Big Island by this airline. [They stopped flying out of Kona days before our flight. They did not contact us and when we got to the airport we found a phone at their counter and were told we were pretty much out of luck. They had not made alternate arrangements, nor could they help. We did not have the credit card we'd used for purchase and were told to call when we got home and they'd refund our money. We specifically asked if we needed to do anything else and were told all we needed was the credit card. Now that we're home they're saying we need to return the paper tickets that the other person was wrong. I find if ludicrous that they strand us and then try to shift responsibility to us for their mistake. We don't have the tickets, so we're supposed to talk to corporate. We've left messages 3 times now and no one is calling back. The only phone number on the website is to reservations and they will send a message, that goes unanswered. ]I checked Better Business Bureau and they have an F rating and a history of this type of problem and they don't respond to complaints from BBB.[ Avoid. Avoid. Avoid.]",My husband and I went to Hawaii (July 2009) for our Honeymoon and were stranded on the Big Island by this airline. I checked Better Business Bureau and they have an F rating and a history of this type of problem and they don't respond to complaints from BBB.,"They stopped flying out of Kona days before our flight. They did not contact us and when we got to the airport we found a phone at their counter and were told we were pretty much out of luck. They had not made alternate arrangements, nor could they help. We did not have the credit card we'd used for purchase and were told to call when we got home and they'd refund our money. We specifically asked if we needed to do anything else and were told all we needed was the credit card. Now that we're home they're saying we need to return the paper tickets that the other person was wrong. I find if ludicrous that they strand us and then try to shift responsibility to us for their mistake. We don't have the tickets, so we're supposed to talk to corporate. We've left messages 3 times now and no one is calling back. The only phone number on the website is to reservations and they will send a message, that goes unanswered.  Avoid. Avoid. Avoid.",0,0,0,1,0,0,0
1,1,2453,2,Just been checking out Thomson's entertainment Schedule Thomson Dreamliner Film List May/June 2016 This is a small selection of movies that you have to enjoy. Touch Your Screen to discover more ! OUTBOUND. Goosebumps The Revenant Hotel Transylvania 2 Mistress America INBOUND. Star Wars : The Force Awakens Alvin and the Chipmunks : The Road Chip The Man from U.N.C.L.E The Martian OUTBOUND & INBOUND. The Intern Kingsman : The Secret Service Rio 2 The Fault in our Stars,Just been checking out Thomson's entertainment Schedule Thomson Dreamliner Film List May/June 2016 This is a small selection of movies that you have to enjoy. Touch Your Screen to discover more ! OUTBOUND. Goosebumps The Revenant Hotel Transylvania 2 Mistress America INBOUND. Star Wars : The Force Awakens Alvin and the Chipmunks : The Road Chip The Man from U.N.C.L.E The Martian OUTBOUND & INBOUND. The Intern Kingsman : The Secret Service Rio 2 The Fault in our Stars,,0,0,0,0,0,0,0
1,1,1935,2,"I booked my two RT LAX-LHR for travel in October, direct flight. I saw a deal and took it. We will be flying Air New Zealand on the special offer they have right now. Surpised to find out the whole front section of the plane was already alocated, looked on Seat guru and found some great seats.[ Without the board I think I would have waited and maybe payed simular or more, but with stop overs and not on such a nice air plane.]","I booked my two RT LAX-LHR for travel in October, direct flight. I saw a deal and took it. We will be flying Air New Zealand on the special offer they have right now. Surpised to find out the whole front section of the plane was already alocated, looked on Seat guru and found some great seats."," Without the board I think I would have waited and maybe payed simular or more, but with stop overs and not on such a nice air plane.",0,0,0,0,0,1,0
1,1,1927,2,"[I,ve just been looking at a package with Jet2 over xmas/new year to Servigroup Venus where we have stayed many times. I got the price back and had a quick chat with hubby and we decided to go for it and book.]Within about 20 mins the price had risen almost £400.[ I,m so angry, ]how can they justify this? [I had a live web chat with their advisors who more or less said it boils down to supply and demand on flight seats and hotel rooms. I don,t buy that, not in such a short space of time. Well I,m sorry Jet2, you can stick it !!!!! Edited: 9:38 pm, August 04, 2014]",Within about 20 mins the price had risen almost £400.how can they justify this? ,"I,ve just been looking at a package with Jet2 over xmas/new year to Servigroup Venus where we have stayed many times. I got the price back and had a quick chat with hubby and we decided to go for it and book. I,m so angry, I had a live web chat with their advisors who more or less said it boils down to supply and demand on flight seats and hotel rooms. I don,t buy that, not in such a short space of time. Well I,m sorry Jet2, you can stick it !!!!! Edited: 9:38 pm, August 04, 2014",0,1,0,1,0,0,1
1,1,2445,2,"[British Airways has refused to reimburse us (wife and I) for expenses we incurred due to their cancellation of our flight. They offered $150 travel voucher each. Our costs are $470.44. We arrived at LHR at 10AM on May 24, 2013. BA advised that all flights were now canceled until 4PM. That meant our 3PM flight to CPH was canceled. We stood in line at BA Customer Service for ten hours, along with hundreds of others. Customer Service only opened 4 windows. As the hours crawled by - tempers flared. We got to the window at 8PM. No flights available this day, nor the next day - that would get us to CPH in time for the evening sailing of our cruise ship. We agreed to an 10AM standby for CPH, and a alternative code share routing that would get us close to the port where the ship would be on the second sailing day. We spent the night wandering Heathrow Airport, and retrieved our checked luggage. Not much sleep. Next morning - no luck at Standby. Rushed to the alternate plan - and flew up to Manchester UK. Then - rushed to another terminal to partner Lufthanza for a flight to Munich Germany. From there, Lufthanza toHamburg - where we arrived at midnight of May 25 - on a weekend night - without a hotel reservation. Taxied to a hotel (very lucky) and got a few hours sleep. May 26 - off to the train station: took train to Rostock, them S-bahn to Warnemunde. Hurray - that is where our cruise ship was now docked. We made it - No Thanks to British Airways - to whom we had submitted all our documentation. And - to be clear about all this: We are requesting Nothing for the Ten hours we futilely stood in line, for the stress and aggravation, for the no sleep, no food at the Heathrow airport. ]I think it is shameful that British Airways would subject their customers to such treatment - then, simply dismiss a polite request for reimbursement.","I think it is shameful that British Airways would subject their customers to such treatment - then, simply dismiss a polite request for reimbursement.","British Airways has refused to reimburse us (wife and I) for expenses we incurred due to their cancellation of our flight. They offered $150 travel voucher each. Our costs are $470.44. We arrived at LHR at 10AM on May 24, 2013. BA advised that all flights were now canceled until 4PM. That meant our 3PM flight to CPH was canceled. We stood in line at BA Customer Service for ten hours, along with hundreds of others. Customer Service only opened 4 windows. As the hours crawled by - tempers flared. We got to the window at 8PM. No flights available this day, nor the next day - that would get us to CPH in time for the evening sailing of our cruise ship. We agreed to an 10AM standby for CPH, and a alternative code share routing that would get us close to the port where the ship would be on the second sailing day. We spent the night wandering Heathrow Airport, and retrieved our checked luggage. Not much sleep. Next morning - no luck at Standby. Rushed to the alternate plan - and flew up to Manchester UK. Then - rushed to another terminal to partner Lufthanza for a flight to Munich Germany. From there, Lufthanza toHamburg - where we arrived at midnight of May 25 - on a weekend night - without a hotel reservation. Taxied to a hotel (very lucky) and got a few hours sleep. May 26 - off to the train station: took train to Rostock, them S-bahn to Warnemunde. Hurray - that is where our cruise ship was now docked. We made it - No Thanks to British Airways - to whom we had submitted all our documentation. And - to be clear about all this: We are requesting Nothing for the Ten hours we futilely stood in line, for the stress and aggravation, for the no sleep, no food at the Heathrow airport. ",0,0,0,1,0,0,0
